table,lev,lev_name,time,kuski
13,14,Loop-de-Loop,"18,35",DeG
13,15,"Serpents Tale","1:07,49",zeth
13,16,"New Wave","1:34,20",Champi0N
13,17,Labyrinth,"58,80",umiz
13,18,Spiral,"46,79",ZanguiZ
13,19,Turnaround,"40,03",Champi0N
13,20,"Upside Down","1:06,93",Joni
13,21,Hangman,"15,15",elg
13,22,Slalom,"42,86",TuA
13,23,"Quick Round","47,95","3 Litre"
13,24,"Ramp Frenzy","1:00,02",Jokke
13,25,Precarious,"25,11","AnTTiM [HfK]"
13,26,Circuitous,"27,65",Champi0N
13,27,"Shelf Life","38,00",Champi0N
13,28,"Bounce Back","54,84",Petri
13,29,Headbanger,"49,82",zeth
13,30,Pipe,"34,25",KingKong
13,31,"Animal Farm","1:28,81",KingKong
13,32,"Steep Corner","43,97",Hotwax
13,33,Zig-Zag,"1:35,84",zeth
13,34,"Bumpy Journey","38,21",spliff
13,35,"Labyrinth Pro","2:38,45",loX
13,36,"Fruit in the Den","1:03,40",Jokke
13,37,Jaws,"1:00,70",Ntc
13,38,Curvaceous,"33,79",KingKong
13,39,Haircut,"44,90",KingKong
13,40,"Double Trouble","1:30,19",loX
13,41,Framework,"40,88",KingKong
13,42,Enduro,"51,45",Jokke
13,43,"He He","1:02,56",KingKong
13,44,Freefall,"33,65",Tier
13,45,Sink,"33,77",Hotwax
13,46,Bowling,"1:10,11",zeth
13,47,Enigma,"26,97",Rainman
13,48,Downhill,"54,77",Joni
13,49,"What the Heck","43,30",KingKong
13,50,"Expert System","1:01,13",loX
13,51,"Tricks Abound","56,53",Fulgore
13,52,"Hang Tight","26,80",zyntifox
13,53,Hooked,"18,17",oizo!
13,54,"Apple Harvest","1:55,98",Champi0N
14,1,"Warm Up","14,33",BoFaIQ
14,2,"Flat Track","16,87",mr
14,3,"Twin Peaks","20,01",DeG
14,4,"Over and Under","31,68",Champi0N
14,5,"Uphill Battle","22,12",Gazoline
14,6,"Long Haul","33,24",DMC
14,7,"Hi Flyer","35,56",Champi0N
14,8,Tag,"22,55",SoGe
14,9,"Tunnel Terror","1:04,52",Dr_Luni
14,10,"The Steppes","13,66",mr
14,11,"Gravity Ride","26,52",Joni
14,12,"Islands in the Sky","22,84",Gazoline
14,13,"Hill Legend","17,64",TuA
14,14,Loop-de-Loop,"18,35",DeG
14,15,"Serpents Tale","1:07,49",zeth
14,16,"New Wave","1:34,20",Champi0N
14,17,Labyrinth,"58,80",umiz
14,18,Spiral,"46,79",ZanguiZ
14,19,Turnaround,"39,82",Champi0N
14,20,"Upside Down","1:06,93",Joni
14,21,Hangman,"15,15",elg
14,22,Slalom,"42,86",TuA
14,23,"Quick Round","47,95","3 Litre"
14,24,"Ramp Frenzy","1:00,02",Jokke
14,25,Precarious,"25,11","AnTTiM [HfK]"
14,26,Circuitous,"27,65",Champi0N
14,27,"Shelf Life","38,00",Champi0N
14,28,"Bounce Back","54,84",Petri
14,29,Headbanger,"49,82",zeth
14,30,Pipe,"34,25",KingKong
14,31,"Animal Farm","1:28,81",KingKong
14,32,"Steep Corner","43,97",Hotwax
14,33,Zig-Zag,"1:35,84",zeth
14,34,"Bumpy Journey","38,21",spliff
14,35,"Labyrinth Pro","2:38,45",loX
14,36,"Fruit in the Den","1:03,40",Jokke
14,37,Jaws,"1:00,70",Ntc
14,38,Curvaceous,"33,79",KingKong
14,39,Haircut,"44,90",KingKong
14,40,"Double Trouble","1:30,19",loX
14,41,Framework,"40,88",KingKong
14,42,Enduro,"51,45",Jokke
14,43,"He He","1:02,41",Fild0
14,44,Freefall,"33,65",Tier
14,45,Sink,"33,75",Jeppe
14,46,Bowling,"1:10,11",zeth
14,47,Enigma,"26,97",Rainman
14,48,Downhill,"54,77",Joni
14,49,"What the Heck","43,30",KingKong
14,50,"Expert System","1:01,13",loX
14,51,"Tricks Abound","56,53",Fulgore
14,52,"Hang Tight","26,80",zyntifox
14,53,Hooked,"18,17",oizo!
14,54,"Apple Harvest","1:55,98",Champi0N
15,1,"Warm Up","14,33",BoFaIQ
15,2,"Flat Track","16,86",zyntifox
15,3,"Twin Peaks","20,01",DeG
15,4,"Over and Under","31,68",Champi0N
15,5,"Uphill Battle","22,12",Gazoline
15,6,"Long Haul","33,24",DMC
15,7,"Hi Flyer","35,56",Champi0N
15,8,Tag,"22,55",SoGe
15,9,"Tunnel Terror","1:04,52",Dr_Luni
15,10,"The Steppes","13,66",mr
15,11,"Gravity Ride","26,52",Joni
15,12,"Islands in the Sky","22,84",Gazoline
15,13,"Hill Legend","17,64",TuA
15,14,Loop-de-Loop,"18,35",DeG
15,15,"Serpents Tale","1:07,49",zeth
15,16,"New Wave","1:34,20",Champi0N
15,17,Labyrinth,"58,80",umiz
15,18,Spiral,"46,79",ZanguiZ
15,19,Turnaround,"39,82",Champi0N
15,20,"Upside Down","1:06,93",Joni
15,21,Hangman,"15,15",elg
15,22,Slalom,"42,22",TuA
15,23,"Quick Round","47,95","3 Litre"
15,24,"Ramp Frenzy","1:00,02",Jokke
15,25,Precarious,"25,11","AnTTiM [HfK]"
15,26,Circuitous,"27,65",Champi0N
15,27,"Shelf Life","38,00",Champi0N
15,28,"Bounce Back","54,21",Petri
15,29,Headbanger,"49,82",zeth
15,30,Pipe,"34,25",KingKong
15,31,"Animal Farm","1:27,08",elg
15,32,"Steep Corner","43,95",KingKong
15,33,Zig-Zag,"1:35,84",zeth
15,34,"Bumpy Journey","38,21",spliff
15,35,"Labyrinth Pro","2:38,45",loX
15,36,"Fruit in the Den","1:03,40",Jokke
15,37,Jaws,"1:00,70",Ntc
15,38,Curvaceous,"33,76",TuA
15,39,Haircut,"44,90",KingKong
15,40,"Double Trouble","1:30,19",loX
15,41,Framework,"40,88",KingKong
15,42,Enduro,"51,45",Jokke
15,43,"He He","1:01,57",Karlis
15,44,Freefall,"33,65",Tier
15,45,Sink,"33,65",Jeppe
15,46,Bowling,"1:10,11",zeth
15,47,Enigma,"26,38",mr
15,48,Downhill,"54,77",Joni
15,49,"What the Heck","43,30",KingKong
15,50,"Expert System","1:01,13",loX
15,51,"Tricks Abound","56,53",Fulgore
15,52,"Hang Tight","26,80",zyntifox
15,53,Hooked,"18,17",oizo!
15,54,"Apple Harvest","1:55,98",Champi0N
16,1,"Warm Up","14,33",BoFaIQ
16,2,"Flat Track","16,85",zyntifox
16,3,"Twin Peaks","20,01",DeG
16,4,"Over and Under","31,68",Champi0N
16,5,"Uphill Battle","22,07",oizo!
16,6,"Long Haul","33,24",DMC
16,7,"Hi Flyer","35,56",Champi0N
16,8,Tag,"22,55",SoGe
16,9,"Tunnel Terror","1:04,52",Dr_Luni
16,10,"The Steppes","13,66",mr
16,11,"Gravity Ride","26,52",Joni
16,12,"Islands in the Sky","22,84",Gazoline
16,13,"Hill Legend","17,64",TuA
16,14,Loop-de-Loop,"18,35",DeG
16,15,"Serpents Tale","1:07,49",zeth
16,16,"New Wave","1:34,20",Champi0N
16,17,Labyrinth,"58,80",umiz
16,18,Spiral,"46,79",ZanguiZ
16,19,Turnaround,"39,82",Champi0N
16,20,"Upside Down","1:06,93",Joni
16,21,Hangman,"15,15",elg
16,22,Slalom,"42,20",Jokke
16,23,"Quick Round","47,95","3 Litre"
16,24,"Ramp Frenzy","1:00,02",Jokke
16,25,Precarious,"25,11","AnTTiM [HfK]"
16,26,Circuitous,"27,65",Champi0N
16,27,"Shelf Life","38,00",Champi0N
16,28,"Bounce Back","54,21",Petri
16,29,Headbanger,"49,82",zeth
16,30,Pipe,"34,25",KingKong
16,31,"Animal Farm","1:26,15",zeth
16,32,"Steep Corner","43,95",KingKong
16,33,Zig-Zag,"1:35,84",zeth
16,34,"Bumpy Journey","38,21",spliff
16,35,"Labyrinth Pro","2:38,45",loX
16,36,"Fruit in the Den","1:03,40",Jokke
16,37,Jaws,"1:00,70",Ntc
16,38,Curvaceous,"33,76",TuA
16,39,Haircut,"44,90",KingKong
16,40,"Double Trouble","1:30,19",loX
16,41,Framework,"40,88",KingKong
16,42,Enduro,"51,45",Jokke
16,43,"He He","1:01,57",Karlis
16,44,Freefall,"33,65",Tier
16,45,Sink,"33,65",Jeppe
16,46,Bowling,"1:09,71",KingKong
16,47,Enigma,"26,02",mr
16,48,Downhill,"54,77",Joni
16,49,"What the Heck","43,30",KingKong
16,50,"Expert System","1:01,13",loX
16,51,"Tricks Abound","56,53",Fulgore
16,52,"Hang Tight","26,80",zyntifox
16,53,Hooked,"18,17",oizo!
16,54,"Apple Harvest","1:55,46",Rainman
17,1,"Warm Up","14,33",BoFaIQ
17,2,"Flat Track","16,84",zyntifox
17,3,"Twin Peaks","19,86",DeG
17,4,"Over and Under","31,68",Champi0N
17,5,"Uphill Battle","22,05","mengerle [UA]"
17,6,"Long Haul","33,24",DMC
17,7,"Hi Flyer","35,56",Champi0N
17,8,Tag,"22,50",Jokke
17,9,"Tunnel Terror","1:04,52",Dr_Luni
17,10,"The Steppes","13,66",mr
17,11,"Gravity Ride","26,52",Joni
17,12,"Islands in the Sky","22,84",Gazoline
17,13,"Hill Legend","17,64",TuA
17,14,Loop-de-Loop,"18,35",DeG
17,15,"Serpents Tale","1:07,15","3 Litre"
17,16,"New Wave","1:34,20",Champi0N
17,17,Labyrinth,"58,50",umiz
17,18,Spiral,"46,79",ZanguiZ
17,19,Turnaround,"39,82",Champi0N
17,20,"Upside Down","1:06,93",Joni
17,21,Hangman,"15,14",elg
17,22,Slalom,"42,20",Jokke
17,23,"Quick Round","47,95","3 Litre"
17,24,"Ramp Frenzy","1:00,02",Jokke
17,25,Precarious,"25,11","AnTTiM [HfK]"
17,26,Circuitous,"27,65",Champi0N
17,27,"Shelf Life","38,00",Champi0N
17,28,"Bounce Back","54,21",Petri
17,29,Headbanger,"49,82",zeth
17,30,Pipe,"34,25",KingKong
17,31,"Animal Farm","1:26,15",zeth
17,32,"Steep Corner","43,95",KingKong
17,33,Zig-Zag,"1:35,79",onlainari
17,34,"Bumpy Journey","38,13",Markku
17,35,"Labyrinth Pro","2:38,45",loX
17,36,"Fruit in the Den","1:03,40",Jokke
17,37,Jaws,"1:00,70",Ntc
17,38,Curvaceous,"33,76",TuA
17,39,Haircut,"44,90",KingKong
17,40,"Double Trouble","1:30,19",loX
17,41,Framework,"40,88",KingKong
17,42,Enduro,"51,45",Jokke
17,43,"He He","1:01,57",Karlis
17,44,Freefall,"33,65",Tier
17,45,Sink,"33,65",Jeppe
17,46,Bowling,"1:09,71",KingKong
17,47,Enigma,"25,65",mr
17,48,Downhill,"54,77",Joni
17,49,"What the Heck","43,30",KingKong
17,50,"Expert System","1:01,08",Rainman
17,51,"Tricks Abound","56,53",Fulgore
17,52,"Hang Tight","26,80",zyntifox
17,53,Hooked,"18,17",oizo!
17,54,"Apple Harvest","1:54,56",Markku
18,1,"Warm Up","14,30",Bjorn
18,2,"Flat Track","16,83",zyntifox
18,3,"Twin Peaks","19,80",Ufo
18,4,"Over and Under","31,68",Champi0N
18,5,"Uphill Battle","22,05","mengerle [UA]"
18,6,"Long Haul","33,24",DMC
18,7,"Hi Flyer","35,56",Champi0N
18,8,Tag,"22,50",Jokke
18,9,"Tunnel Terror","1:04,52",Dr_Luni
18,10,"The Steppes","13,66",mr
18,11,"Gravity Ride","26,52",Joni
18,12,"Islands in the Sky","22,84",Gazoline
18,13,"Hill Legend","17,64",TuA
18,14,Loop-de-Loop,"18,35",DeG
18,15,"Serpents Tale","1:07,15","3 Litre"
18,16,"New Wave","1:34,20",Champi0N
18,17,Labyrinth,"58,34",Ufo
18,18,Spiral,"46,70",ramone
18,19,Turnaround,"39,82",Champi0N
18,20,"Upside Down","1:06,93",Joni
18,21,Hangman,"15,14",elg
18,22,Slalom,"42,20",Jokke
18,23,"Quick Round","47,95","3 Litre"
18,24,"Ramp Frenzy","1:00,02",Jokke
18,25,Precarious,"25,11","AnTTiM [HfK]"
18,26,Circuitous,"27,65",Champi0N
18,27,"Shelf Life","38,00",Champi0N
18,28,"Bounce Back","54,21",Petri
18,29,Headbanger,"49,82",zeth
18,30,Pipe,"34,25",KingKong
18,31,"Animal Farm","1:26,15",zeth
18,32,"Steep Corner","43,95",KingKong
18,33,Zig-Zag,"1:25,60",Elbono
18,34,"Bumpy Journey","38,13",Markku
18,35,"Labyrinth Pro","2:38,45",loX
18,36,"Fruit in the Den","1:03,40",Jokke
18,37,Jaws,"1:00,70",Ntc
18,38,Curvaceous,"33,76",TuA
18,39,Haircut,"44,90",KingKong
18,40,"Double Trouble","1:30,19",loX
18,41,Framework,"40,88",KingKong
18,42,Enduro,"51,45",Jokke
18,43,"He He","1:01,57",Karlis
18,44,Freefall,"33,65",Tier
18,45,Sink,"33,65",Jeppe
18,46,Bowling,"1:09,71",KingKong
18,47,Enigma,"25,65",mr
18,48,Downhill,"54,77",Joni
18,49,"What the Heck","43,30",KingKong
18,50,"Expert System","59,77",loX
18,51,"Tricks Abound","56,53",Fulgore
18,52,"Hang Tight","26,61",ramone
18,53,Hooked,"18,17",oizo!
18,54,"Apple Harvest","1:54,56",Markku
19,1,"Warm Up","14,30",Bjorn
19,2,"Flat Track","16,82",zyntifox
19,3,"Twin Peaks","19,80",Ufo
19,4,"Over and Under","31,68",Champi0N
19,5,"Uphill Battle","22,05","mengerle [UA]"
19,6,"Long Haul","33,24",DMC
19,7,"Hi Flyer","35,56",Champi0N
19,8,Tag,"22,46",KingKong
19,9,"Tunnel Terror","1:04,52",Dr_Luni
19,10,"The Steppes","13,66",mr
19,11,"Gravity Ride","26,52",Joni
19,12,"Islands in the Sky","22,84",Gazoline
19,13,"Hill Legend","17,64",TuA
19,14,Loop-de-Loop,"18,35",DeG
19,15,"Serpents Tale","1:06,79",Jokke
19,16,"New Wave","1:34,20",Champi0N
19,17,Labyrinth,"58,34",Ufo
19,18,Spiral,"46,70",ramone
19,19,Turnaround,"39,82",Champi0N
19,20,"Upside Down","1:06,93",Joni
19,21,Hangman,"15,14",elg
19,22,Slalom,"42,20",Jokke
19,23,"Quick Round","47,95","3 Litre"
19,24,"Ramp Frenzy","1:00,02",Jokke
19,25,Precarious,"25,11","AnTTiM [HfK]"
19,26,Circuitous,"27,65",Champi0N
19,27,"Shelf Life","38,00",Champi0N
19,28,"Bounce Back","54,21",Petri
19,29,Headbanger,"49,82",zeth
19,30,Pipe,"34,25",KingKong
19,31,"Animal Farm","1:26,15",zeth
19,32,"Steep Corner","43,95",KingKong
19,33,Zig-Zag,"1:24,21",Dux
19,34,"Bumpy Journey","38,13",Markku
19,35,"Labyrinth Pro","2:38,45",loX
19,36,"Fruit in the Den","1:03,40",Jokke
19,37,Jaws,"1:00,70",Ntc
19,38,Curvaceous,"33,76",TuA
19,39,Haircut,"44,90",KingKong
19,40,"Double Trouble","1:30,19",loX
19,41,Framework,"40,88",KingKong
19,42,Enduro,"51,45",Jokke
19,43,"He He","1:01,57",Karlis
19,44,Freefall,"33,65",Tier
19,45,Sink,"33,59",Jeppe
19,46,Bowling,"1:09,71",KingKong
19,47,Enigma,"25,65",mr
19,48,Downhill,"54,77",Joni
19,49,"What the Heck","43,30",KingKong
19,50,"Expert System","59,77",loX
19,51,"Tricks Abound","56,53",Fulgore
19,52,"Hang Tight","26,61",ramone
19,53,Hooked,"18,17",oizo!
19,54,"Apple Harvest","1:54,56",Markku
20,1,"Warm Up","14,30",Bjorn
20,2,"Flat Track","16,82",zyntifox
20,3,"Twin Peaks","19,72",Garion
20,4,"Over and Under","31,68",Champi0N
20,5,"Uphill Battle","21,95",mengerle
20,6,"Long Haul","33,24",DMC
20,7,"Hi Flyer","35,56",Champi0N
20,8,Tag,"22,21",Jokke
20,9,"Tunnel Terror","1:04,52",Dr_Luni
20,10,"The Steppes","13,66",mr
20,11,"Gravity Ride","26,09",psy
20,12,"Islands in the Sky","22,84",Gazoline
20,13,"Hill Legend","17,64",TuA
20,14,Loop-de-Loop,"18,35",DeG
20,15,"Serpents Tale","1:06,79",Jokke
20,16,"New Wave","1:34,13",pajen
20,17,Labyrinth,"58,34",Ufo
20,18,Spiral,"46,70",ramone
20,19,Turnaround,"39,82",Champi0N
20,20,"Upside Down","1:06,93",Joni
20,21,Hangman,"15,14",elg
20,22,Slalom,"42,20",Jokke
20,23,"Quick Round","47,95","3 Litre"
20,24,"Ramp Frenzy","1:00,02",Jokke
20,25,Precarious,"25,11","AnTTiM [HfK]"
20,26,Circuitous,"27,65",Champi0N
20,27,"Shelf Life","38,00",Champi0N
20,28,"Bounce Back","54,21",Petri
20,29,Headbanger,"49,82",zeth
20,30,Pipe,"34,25",KingKong
20,31,"Animal Farm","1:26,15",zeth
20,32,"Steep Corner","43,95",KingKong
20,33,Zig-Zag,"1:24,21",Dux
20,34,"Bumpy Journey","38,13",Markku
20,35,"Labyrinth Pro","2:38,45",loX
20,36,"Fruit in the Den","1:03,40",Jokke
20,37,Jaws,"1:00,70",Ntc
20,38,Curvaceous,"33,76",TuA
20,39,Haircut,"44,90",KingKong
20,40,"Double Trouble","1:29,43",loX
20,41,Framework,"40,75",Totalnew
20,42,Enduro,"51,45",Jokke
20,43,"He He","1:01,57",Karlis
20,44,Freefall,"33,65",Tier
20,45,Sink,"33,50",Jeppe
20,46,Bowling,"1:09,71",KingKong
20,47,Enigma,"25,65",mr
20,48,Downhill,"53,94",zeth
20,49,"What the Heck","43,30",KingKong
20,50,"Expert System","59,77",loX
20,51,"Tricks Abound","56,53",Fulgore
20,52,"Hang Tight","26,59",Ufo
20,53,Hooked,"18,17",oizo!
20,54,"Apple Harvest","1:54,56",Markku
21,1,"Warm Up","14,30",Bjorn
21,2,"Flat Track","16,82",zyntifox
21,3,"Twin Peaks","19,64","Garion [TWN]"
21,4,"Over and Under","31,68",Champi0N
21,5,"Uphill Battle","21,95",mengerle
21,6,"Long Haul","33,24",DMC
21,7,"Hi Flyer","35,56",Champi0N
21,8,Tag,"22,21",Jokke
21,9,"Tunnel Terror","1:04,52",Dr_Luni
21,10,"The Steppes","13,66",mr
21,11,"Gravity Ride","26,09",psy
21,12,"Islands in the Sky","22,79",Stikky
21,13,"Hill Legend","17,64",TuA
21,14,Loop-de-Loop,"18,35",DeG
21,15,"Serpents Tale","1:06,79",Jokke
21,16,"New Wave","1:33,53",Champi0N
21,17,Labyrinth,"58,34",Ufo
21,18,Spiral,"46,42",Eliaz
21,19,Turnaround,"39,82",Champi0N
21,20,"Upside Down","1:06,93",Joni
21,21,Hangman,"15,14",elg
21,22,Slalom,"42,20",Jokke
21,23,"Quick Round","47,95","3 Litre"
21,24,"Ramp Frenzy","1:00,02",Jokke
21,25,Precarious,"25,11","AnTTiM [HfK]"
21,26,Circuitous,"27,65",Champi0N
21,27,"Shelf Life","38,00",Champi0N
21,28,"Bounce Back","54,21",Petri
21,29,Headbanger,"49,82",zeth
21,30,Pipe,"34,25",KingKong
21,31,"Animal Farm","1:26,15",zeth
21,32,"Steep Corner","43,95",KingKong
21,33,Zig-Zag,"1:24,21",Dux
21,34,"Bumpy Journey","38,13",Markku
21,35,"Labyrinth Pro","2:38,45",loX
21,36,"Fruit in the Den","1:03,40",Jokke
21,37,Jaws,"1:00,70",Ntc
21,38,Curvaceous,"33,76",TuA
21,39,Haircut,"44,90",KingKong
21,40,"Double Trouble","1:29,43",loX
21,41,Framework,"40,75",Totalnew
21,42,Enduro,"51,45",Jokke
21,43,"He He","1:01,57",Karlis
21,44,Freefall,"33,65",Tier
21,45,Sink,"33,41",Hotwax
21,46,Bowling,"1:09,71",KingKong
21,47,Enigma,"25,65",mr
21,48,Downhill,"53,94",zeth
21,49,"What the Heck","43,30",KingKong
21,50,"Expert System","59,77",loX
21,51,"Tricks Abound","56,53",Fulgore
21,52,"Hang Tight","26,21",Tuska
21,53,Hooked,"18,17",oizo!
21,54,"Apple Harvest","1:54,56",Markku
22,1,"Warm Up","14,30",Bjorn
22,2,"Flat Track","16,82",zyntifox
22,3,"Twin Peaks","19,64","Garion [TWN]"
22,4,"Over and Under","31,68",Champi0N
22,5,"Uphill Battle","21,95",mengerle
22,6,"Long Haul","33,24",DMC
22,7,"Hi Flyer","35,56",Champi0N
22,8,Tag,"22,16",kuiva
22,9,"Tunnel Terror","1:04,52",Dr_Luni
22,10,"The Steppes","13,66",mr
22,11,"Gravity Ride","26,09",psy
22,12,"Islands in the Sky","22,78",Stikky
22,13,"Hill Legend","17,64",TuA
22,14,Loop-de-Loop,"18,35",DeG
22,15,"Serpents Tale","1:06,79",Jokke
22,16,"New Wave","1:33,52",Champi0N
22,17,Labyrinth,"58,34",Ufo
22,18,Spiral,"46,42",Eliaz
22,19,Turnaround,"39,82",Champi0N
22,20,"Upside Down","1:06,93",Joni
22,21,Hangman,"15,08",zyntifox
22,22,Slalom,"42,20",Jokke
22,23,"Quick Round","47,95","3 Litre"
22,24,"Ramp Frenzy","1:00,02",Jokke
22,25,Precarious,"25,11","AnTTiM [HfK]"
22,26,Circuitous,"27,65",Champi0N
22,27,"Shelf Life","38,00",Champi0N
22,28,"Bounce Back","54,21",Petri
22,29,Headbanger,"49,82",zeth
22,30,Pipe,"34,25",KingKong
22,31,"Animal Farm","1:26,15",zeth
22,32,"Steep Corner","43,95",KingKong
22,33,Zig-Zag,"1:23,86",DMC
22,34,"Bumpy Journey","38,13",Markku
22,35,"Labyrinth Pro","2:38,45",loX
22,36,"Fruit in the Den","1:03,40",Jokke
22,37,Jaws,"1:00,70",Ntc
22,38,Curvaceous,"33,76",TuA
22,39,Haircut,"44,90",KingKong
22,40,"Double Trouble","1:29,43",loX
22,41,Framework,"40,75",Totalnew
22,42,Enduro,"51,33",Mandel
22,43,"He He","1:01,57",Karlis
22,44,Freefall,"33,65",Tier
22,45,Sink,"33,37",Jeppe
22,46,Bowling,"1:09,71",KingKong
22,47,Enigma,"25,65",mr
22,48,Downhill,"53,63","onlainari [UA]"
22,49,"What the Heck","43,30",KingKong
22,50,"Expert System","59,77",loX
22,51,"Tricks Abound","56,53",Fulgore
22,52,"Hang Tight","26,21",Tuska
22,53,Hooked,"18,17",oizo!
22,54,"Apple Harvest","1:54,56",Markku
23,1,"Warm Up","14,30",Bjorn
23,2,"Flat Track","16,82",zyntifox
23,3,"Twin Peaks","19,64","Garion [TWN]"
23,4,"Over and Under","31,68",Champi0N
23,5,"Uphill Battle","21,95",mengerle
23,6,"Long Haul","33,24",DMC
23,7,"Hi Flyer","35,56",Champi0N
23,8,Tag,"22,16",kuiva
23,9,"Tunnel Terror","1:04,52",Dr_Luni
23,10,"The Steppes","13,66",mr
23,11,"Gravity Ride","26,09",psy
23,12,"Islands in the Sky","22,78",Stikky
23,13,"Hill Legend","17,64",TuA
23,14,Loop-de-Loop,"18,35",DeG
23,15,"Serpents Tale","1:06,79",Jokke
23,16,"New Wave","1:33,52",Champi0N
23,17,Labyrinth,"58,34",Ufo
23,18,Spiral,"46,40",LocDog
23,19,Turnaround,"39,82",Champi0N
23,20,"Upside Down","1:06,93",Joni
23,21,Hangman,"15,08",zyntifox
23,22,Slalom,"41,97",TuA
23,23,"Quick Round","47,95","3 Litre"
23,24,"Ramp Frenzy","1:00,02",Jokke
23,25,Precarious,"25,05","AnTTiM [HfK]"
23,26,Circuitous,"27,65",Champi0N
23,27,"Shelf Life","37,79",mason
23,28,"Bounce Back","54,21",Petri
23,29,Headbanger,"49,82",zeth
23,30,Pipe,"34,25",KingKong
23,31,"Animal Farm","1:26,15",zeth
23,32,"Steep Corner","43,95",KingKong
23,33,Zig-Zag,"1:23,86",DMC
23,34,"Bumpy Journey","38,13",Markku
23,35,"Labyrinth Pro","2:38,45",loX
23,36,"Fruit in the Den","1:03,40",Jokke
23,37,Jaws,"1:00,70",Ntc
23,38,Curvaceous,"33,76",TuA
23,39,Haircut,"44,90",KingKong
23,40,"Double Trouble","1:29,43",loX
23,41,Framework,"40,60",KingKong
23,42,Enduro,"51,33",Mandel
23,43,"He He","1:01,57",Karlis
23,44,Freefall,"33,65",Tier
23,45,Sink,"33,37",Jeppe
23,46,Bowling,"1:09,71",KingKong
23,47,Enigma,"25,65",mr
23,48,Downhill,"53,63","onlainari [UA]"
23,49,"What the Heck","43,30",KingKong
23,50,"Expert System","59,77",loX
23,51,"Tricks Abound","56,53",Fulgore
23,52,"Hang Tight","26,21",Tuska
23,53,Hooked,"18,17",oizo!
23,54,"Apple Harvest","1:54,41",KingKong
24,1,"Warm Up","14,30",Bjorn
24,2,"Flat Track","16,82",zyntifox
24,3,"Twin Peaks","19,64","Garion [TWN]"
24,4,"Over and Under","31,68",Champi0N
24,5,"Uphill Battle","21,95",mengerle
24,6,"Long Haul","32,95",zyntifox
24,7,"Hi Flyer","35,56",Champi0N
24,8,Tag,"22,16",kuiva
24,9,"Tunnel Terror","1:04,52",Dr_Luni
24,10,"The Steppes","13,66",mr
24,11,"Gravity Ride","26,09",psy
24,12,"Islands in the Sky","22,78",Stikky
24,13,"Hill Legend","17,64",TuA
24,14,Loop-de-Loop,"18,35",DeG
24,15,"Serpents Tale","1:06,79",Jokke
24,16,"New Wave","1:33,52",Champi0N
24,17,Labyrinth,"58,34",Ufo
24,18,Spiral,"46,40",LocDog
24,19,Turnaround,"39,82",Champi0N
24,20,"Upside Down","1:06,93",Joni
24,21,Hangman,"15,08",zyntifox
24,22,Slalom,"41,97",TuA
24,23,"Quick Round","47,95","3 Litre"
24,24,"Ramp Frenzy","59,90",Jokke
24,25,Precarious,"25,05","AnTTiM [HfK]"
24,26,Circuitous,"27,65",Champi0N
24,27,"Shelf Life","37,79",mason
24,28,"Bounce Back","54,21",Petri
24,29,Headbanger,"49,82",zeth
24,30,Pipe,"34,25",KingKong
24,31,"Animal Farm","1:24,46",zeth
24,32,"Steep Corner","43,95",KingKong
24,33,Zig-Zag,"1:21,18",Doc
24,34,"Bumpy Journey","38,13",Markku
24,35,"Labyrinth Pro","2:38,45",loX
24,36,"Fruit in the Den","1:03,14",Jokke
24,37,Jaws,"1:00,70",Ntc
24,38,Curvaceous,"33,76",TuA
24,39,Haircut,"44,90",KingKong
24,40,"Double Trouble","1:29,43",loX
24,41,Framework,"40,60",KingKong
24,42,Enduro,"51,33",Mandel
24,43,"He He","1:01,57",Karlis
24,44,Freefall,"33,65",Tier
24,45,Sink,"33,37",Jeppe
24,46,Bowling,"1:09,71",KingKong
24,47,Enigma,"25,65",mr
24,48,Downhill,"53,63","onlainari [UA]"
24,49,"What the Heck","43,30",KingKong
24,50,"Expert System","59,77",loX
24,51,"Tricks Abound","56,53",Fulgore
24,52,"Hang Tight","26,21",Tuska
24,53,Hooked,"18,17",oizo!
24,54,"Apple Harvest","1:54,41",KingKong
25,1,"Warm Up","14,30",Bjorn
25,2,"Flat Track","16,82",zyntifox
25,3,"Twin Peaks","19,64","Garion [TWN]"
25,4,"Over and Under","31,68",Champi0N
25,5,"Uphill Battle","21,95",mengerle
25,6,"Long Haul","32,95",zyntifox
25,7,"Hi Flyer","35,56",Champi0N
25,8,Tag,"22,16",kuiva
25,9,"Tunnel Terror","1:04,52",Dr_Luni
25,10,"The Steppes","13,66",mr
25,11,"Gravity Ride","26,09",psy
25,12,"Islands in the Sky","22,78",Stikky
25,13,"Hill Legend","17,48",TheGepi
25,14,Loop-de-Loop,"18,35",DeG
25,15,"Serpents Tale","1:06,79",Jokke
25,16,"New Wave","1:33,52",Champi0N
25,17,Labyrinth,"58,34",Ufo
25,18,Spiral,"46,40",LocDog
25,19,Turnaround,"39,82",Champi0N
25,20,"Upside Down","1:06,93",Joni
25,21,Hangman,"15,07",Jeppe
25,22,Slalom,"41,97",TuA
25,23,"Quick Round","47,95","3 Litre"
25,24,"Ramp Frenzy","59,90",Jokke
25,25,Precarious,"25,05","AnTTiM [HfK]"
25,26,Circuitous,"27,65",Champi0N
25,27,"Shelf Life","37,79",mason
